,id,img_name,img_generation_promt,rating
134,135,"3_The_city_of_new_york_a_futuristic_city,_futuristic_architecture,_unreal_engine,_hyper_detailed,_8k_composition..jpg","3_The_city_of_new_york_a_futuristic_city,_futuristic_architecture,_unreal_engine,_hyper_detailed,_8k_composition.",3
135,136,"3_Urban_jungle_animal,_urban_landscape,_graffiti,_contemporary,_contemporary_street,_graffiti_street_art,..jpg","3_Urban_jungle_animal,_urban_landscape,_graffiti,_contemporary,_contemporary_street,_graffiti_street_art,.",4
136,137,"3_The_Great_Battle_Of_Mount_Hua,_Epic_atmosphere,_Epic_atmosphere,_Epic_atmosphere,_Epic_atmosphere,_Epic_atmosphere,_Epic_atmosph.jpg","3_The_Great_Battle_Of_Mount_Hua,_Epic_atmosphere,_Epic_atmosphere,_Epic_atmosphere,_Epic_atmosphere,_Epic_atmosphere,_Epic_atmosph",2
137,138,"3_The_Legend_of_Zelda_character_design:_Majora's_masks,_shield,_shield_back..jpg","3_The_Legend_of_Zelda_character_design:_Majora's_masks,_shield,_shield_back.",4
138,139,"3_Modern_city_view_with_tall_building,_urban_modern_style,_architecture,_blue_city,..jpg","3_Modern_city_view_with_tall_building,_urban_modern_style,_architecture,_blue_city,.",3
139,140,"3_Canyons,_rocky_mountain_vista,_panoramic,_majestic_landscape_of..jpg","3_Canyons,_rocky_mountain_vista,_panoramic,_majestic_landscape_of.",2
140,141,"3_Medieval_tower_wall_art,_high_definition,_realistic,_city,_realistic,_realistic_3d_painting,_realistic_3d..jpg","3_Medieval_tower_wall_art,_high_definition,_realistic,_city,_realistic,_realistic_3d_painting,_realistic_3d.",2
141,142,"3_Ethereal,_dreamlike,_night_sky,_sunset_light,_misty_trees,_water_reflection,_waterfall,_underwater,_underwater_effects,_underwat.jpg","3_Ethereal,_dreamlike,_night_sky,_sunset_light,_misty_trees,_water_reflection,_waterfall,_underwater,_underwater_effects,_underwat",2
142,143,"3_The_interior_of_a_large_house_in_the_forest_overlooking_a_river,_the_living_room,..jpg","3_The_interior_of_a_large_house_in_the_forest_overlooking_a_river,_the_living_room,.",3
143,144,"3_Medieval_fantasy_world,_cinematic,_epic,_hyper-realism,_concept,_concept_art,_dark_fantasy_world,..jpg","3_Medieval_fantasy_world,_cinematic,_epic,_hyper realism,_concept,_concept_art,_dark_fantasy_world,.",2
144,145,"3_The_urban_future_is_what_you'll_find_inside_this_video,_a_perfect_blend_of_sci-fi_and_street_art_culture..jpg","3_The_urban_future_is_what_you'll_find_inside_this_video,_a_perfect_blend_of_sci fi_and_street_art_culture.",4
145,146,3_Epic_mountain_with_water_fall_in_landscape_style..jpg,3_Epic_mountain_with_water_fall_in_landscape_style.,3
146,147,3_The_living_room_of_a_cozy_wooden_house..jpg,3_The_living_room_of_a_cozy_wooden_house.,4
147,148,"3_Landscape_with_waves,_atmosphere,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vista_ph.jpg","3_Landscape_with_waves,_atmosphere,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vista_ph",3
148,149,"3_Lifestyle,_stylish_and_cozy_room,_large_wood_wall,_glass_windows..jpg","3_Lifestyle,_stylish_and_cozy_room,_large_wood_wall,_glass_windows.",4
149,150,"3_A_castle_in_the_fog,_concept_art,_painting,_concept_art,_concept_art_for_film..jpg","3_A_castle_in_the_fog,_concept_art,_painting,_concept_art,_concept_art_for_film.",2
150,151,"3_A_digital_illustration_of_a_beautiful_animal_like_lion,_deer,_fox,_dog,_elephant_etc..jpg","3_A_digital_illustration_of_a_beautiful_animal_like_lion,_deer,_fox,_dog,_elephant_etc.",4
151,152,"3_The_sun_is_going_down_but_the_sky_over_the_sea_is_still_in_the_dark_blue,_with_the_yellowish_orange_sky,_the_sunset,_the_red_clo.jpg","3_The_sun_is_going_down_but_the_sky_over_the_sea_is_still_in_the_dark_blue,_with_the_yellowish_orange_sky,_the_sunset,_the_red_clo",2
152,153,"3_Fantasy_castle,_fantasy_art,_world_of_warcraft,_concept_art..jpg","3_Fantasy_castle,_fantasy_art,_world_of_warcraft,_concept_art.",3
153,154,"3_A_world_of_fire,_atmospheric,_hyper_realistic,_8k..jpg","3_A_world_of_fire,_atmospheric,_hyper_realistic,_8k.",4
154,155,"3_The_bedroom_at_night_in_a_modern_house_in_the_year_2100,_a_modern_and_cosy_design_of_a_small_space,_a_bedroom..jpg","3_The_bedroom_at_night_in_a_modern_house_in_the_year_2100,_a_modern_and_cosy_design_of_a_small_space,_a_bedroom.",4
155,156,3_A_modern_day_painting_on_a_canvas_with_a_futuristic_atmosphere..jpg,3_A_modern_day_painting_on_a_canvas_with_a_futuristic_atmosphere.,1
156,157,"3_A_world_of_fire,_atmospheric,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vista_photog.jpg","3_A_world_of_fire,_atmospheric,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vista_photog",4
157,158,"3_Modern_art,_fashion,_architecture,_architecture_3d,_hyper_realistic,_hyperreal,_hyper_deta..jpg","3_Modern_art,_fashion,_architecture,_architecture_3d,_hyper_realistic,_hyperreal,_hyper_deta.",2
158,159,"3_Storm_ocean_at_night,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vista_photography..jpg","3_Storm_ocean_at_night,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vista_photography.",4
159,160,"3_Indian_villages_&_temples,_the_most_unique_ancient_architecture,_ancient_indian_and_indonesian_culture,_indian_temple_photograph.jpg","3_Indian_villages_&_temples,_the_most_unique_ancient_architecture,_ancient_indian_and_indonesian_culture,_indian_temple_photograph",3
160,161,"3_A_beautiful,_colourful,_floral_nature_scene,_with_yellow,_green_and_blue_flowers,_blue_sky,_green_trees,_floral_design_and_colou.jpg","3_A_beautiful,_colourful,_floral_nature_scene,_with_yellow,_green_and_blue_flowers,_blue_sky,_green_trees,_floral_design_and_colou",1
161,162,3_A_photo_of_the_inside_of_a_museum_showing_various_models_of_aircraft_from_different_eras..jpg,3_A_photo_of_the_inside_of_a_museum_showing_various_models_of_aircraft_from_different_eras.,2
162,163,3_A_portrait_covered_by_a_transparent_piece_of_wood..jpg,3_A_portrait_covered_by_a_transparent_piece_of_wood.,4
163,164,3_The_epic_cityscapes_that_are_often_found_in_most_urban_fantasy_novels_or..jpg,3_The_epic_cityscapes_that_are_often_found_in_most_urban_fantasy_novels_or.,2
164,165,"3_Modern_day_city_scene,_landscape_architecture,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_lands.jpg","3_Modern_day_city_scene,_landscape_architecture,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_lands",4
165,166,"3_A_surreal_world_of_fire,_atmospheric,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vist.jpg","3_A_surreal_world_of_fire,_atmospheric,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vist",4
166,167,"3_Modern_art_painting_on_white_wall,_minimalist_concept_art,_modern_painting,..jpg","3_Modern_art_painting_on_white_wall,_minimalist_concept_art,_modern_painting,.",2
167,168,"3_The_hallway_of_the_castle_with_a_high_ceiling,_a_large_picture_window_showing_a_beautiful_view,_windows_are_open..jpg","3_The_hallway_of_the_castle_with_a_high_ceiling,_a_large_picture_window_showing_a_beautiful_view,_windows_are_open.",4
168,169,3_A_dark_interior_with_a_light_colored_backdrop..jpg,3_A_dark_interior_with_a_light_colored_backdrop.,4
169,170,"3_The_Legend_of_Zelda,_Ancient_indonesia,_indonesian_villagers,_punakawan_warriors_and_priests_8k_cinematic,_octane_render,_artsta.jpg","3_The_Legend_of_Zelda,_Ancient_indonesia,_indonesian_villagers,_punakawan_warriors_and_priests_8k_cinematic,_octane_render,_artsta",4
170,171,3_A_detail_on_screen_that_helps_the_viewer_to_figure_out_what_he_is_seeing_on..jpg,3_A_detail_on_screen_that_helps_the_viewer_to_figure_out_what_he_is_seeing_on.,2
171,172,"3_The_Legend_of_Zelda_forest,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vista_photogra.jpg","3_The_Legend_of_Zelda_forest,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vista_photogra",3
172,173,"3_The_legend_of_Zelda_-_Skyward_Sword,_The_Legend_of_Zelda,_epic,_large_landscape_vista..jpg","3_The_legend_of_Zelda_ _Skyward_Sword,_The_Legend_of_Zelda,_epic,_large_landscape_vista.",4
173,174,"3_City_as_a_work_of_art_to_watch,_hyper_realistic_urban_landscape_architecture,_8k,_photorealistic_vista_photow..jpg","3_City_as_a_work_of_art_to_watch,_hyper_realistic_urban_landscape_architecture,_8k,_photorealistic_vista_photow.",4
174,175,"3_A_cool_art_station_fantasy_land,_a_digital_artstation_landscape_of_futuristic_world..jpg","3_A_cool_art_station_fantasy_land,_a_digital_artstation_landscape_of_futuristic_world.",3
175,176,"3_Art_deco,_modern,_glass_office,_concrete_walls,_black_office,_contemporary_office_furniture..jpg","3_Art_deco,_modern,_glass_office,_concrete_walls,_black_office,_contemporary_office_furniture.",4
176,177,"3_Abstract,_minimalism_animation,_stylized,_vector_illustration,_motion_graphic,_motion_design,_art_deco,_abstract_illustration,..jpg","3_Abstract,_minimalism_animation,_stylized,_vector_illustration,_motion_graphic,_motion_design,_art_deco,_abstract_illustration,.",4
177,178,"3_The_living_room_of_a_cozy_wooden_house_with_a_fireplace,_at_night..jpg","3_The_living_room_of_a_cozy_wooden_house_with_a_fireplace,_at_night.",3
178,179,"3_A_world_of_fog,_atmospheric,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation..jpg","3_A_world_of_fog,_atmospheric,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation.",3
179,180,"3_Another_set_of_world_of_warcraft_screenshots_:dynamic,_realistic,_night,_night-vision,_high_quality..jpg","3_Another_set_of_world_of_warcraft_screenshots_:dynamic,_realistic,_night,_night vision,_high_quality.",4
180,181,"3_The_world’s_first_fully_electric,_fully_autonomous_car,_future_concepts_of_car_artstation_landscape_vista_photography..jpg","3_The_world’s_first_fully_electric,_fully_autonomous_car,_future_concepts_of_car_artstation_landscape_vista_photography.",1
181,182,"3_The_Last_of_Us_landscape_:cinematic,_hyper-realistic,_5..jpg","3_The_Last_of_Us_landscape_:cinematic,_hyper realistic,_5.",2
182,183,"3_Cute_little_kitten_in_a_little_bowl_eating_food,_cute_little_kitten_in_a_little..jpg","3_Cute_little_kitten_in_a_little_bowl_eating_food,_cute_little_kitten_in_a_little.",4
183,184,"3_City_Lights_in_World_of_Warcraft_:_City_Lights_World_City_Lights_World_World_Of_Warcraft,,,,,_City..jpg","3_City_Lights_in_World_of_Warcraft_:_City_Lights_World_City_Lights_World_World_Of_Warcraft,,,,,_City.",1
184,185,"3_A_scene_of_an_indoor_event_scene,_stage,_indoor,_party,_wedding,_formal,_dancing,_formal_attire..jpg","3_A_scene_of_an_indoor_event_scene,_stage,_indoor,_party,_wedding,_formal,_dancing,_formal_attire.",2
185,186,"3_World_map_with_roads_at_night,_city_scenes,_lights,_cars,_buildings_in_detail,_city_atmosphere_etc..jpg","3_World_map_with_roads_at_night,_city_scenes,_lights,_cars,_buildings_in_detail,_city_atmosphere_etc.",2
186,187,"3_A_city_with_a_river_at_night,_urban_landscape,_night_cityscape,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,.jpg","3_A_city_with_a_river_at_night,_urban_landscape,_night_cityscape,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,",4
187,188,"3_A_concept_of_a_car_with_a_high_mounted_antenna_that_could_be_switched_on_to_block_wifi_signals,_giving_drivers_a..jpg","3_A_concept_of_a_car_with_a_high_mounted_antenna_that_could_be_switched_on_to_block_wifi_signals,_giving_drivers_a.",4
188,189,"3_Architecture_view,_open_plan,_white_walls,_wooden_floor,_large_windows..jpg","3_Architecture_view,_open_plan,_white_walls,_wooden_floor,_large_windows.",4
189,190,"3_Zelda_Link_to_the_past_landscape_atmospheric,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landsc.jpg","3_Zelda_Link_to_the_past_landscape_atmospheric,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landsc",4
190,191,"3_Desert_desert,_sand,_sky_blue,_blue_tones,_blue..jpg","3_Desert_desert,_sand,_sky_blue,_blue_tones,_blue.",4
191,192,"3_Photo_about_water_in_a_dark_place,_surreal_nature,_photo_in_a_fog,_hyper_realistic,_hyper_real..jpg","3_Photo_about_water_in_a_dark_place,_surreal_nature,_photo_in_a_fog,_hyper_realistic,_hyper_real.",4
192,193,3_A_list_of_the_best_and_most_beautiful_images_of_the_world..jpg,3_A_list_of_the_best_and_most_beautiful_images_of_the_world.,3
193,194,"3_Forest_landscape,_high_country,_high_mountains,_serene_forest..jpg","3_Forest_landscape,_high_country,_high_mountains,_serene_forest.",4
194,195,"3_Interior_design,_kitchen_and_living_room,_modular_furniture_with_cotton_textiles,_wooden_floor,..jpg","3_Interior_design,_kitchen_and_living_room,_modular_furniture_with_cotton_textiles,_wooden_floor,.",4
195,196,"3_Landscapes,_city,_concept,_architecture,_art_style,_style,_architecture,_epic,_cityscape,_hyper-realism,_high-rez..jpg","3_Landscapes,_city,_concept,_architecture,_art_style,_style,_architecture,_epic,_cityscape,_hyper realism,_high rez.",4
196,197,3_A_wide_angle_panorama_photo_of_a_cityscape_with_a_futuristic_super_jet_landing_next_to_it..jpg,3_A_wide_angle_panorama_photo_of_a_cityscape_with_a_futuristic_super_jet_landing_next_to_it.,4
197,198,"3_A_fantasy_landscape_painting_made_in_photoshop,_abstract,_creative_vision,..jpg","3_A_fantasy_landscape_painting_made_in_photoshop,_abstract,_creative_vision,.",1
198,199,"3_I'm_interested_in_art,_and_I_love_dogs..jpg","3_I'm_interested_in_art,_and_I_love_dogs.",1
199,200,"3_Sea_of_clouds,_hyper_realistic,_8k,_cinematic,_octane_render,_artstation_landscape_vista_photography..jpg","3_Sea_of_clouds,_hyper_realistic,_8k,_cinematic,_octane_render,_artstation_landscape_vista_photography.",4
200,201,3_a_digital_canvas_where_you_can_edit_the_image_and_share_the_final_work..jpg,3_a_digital_canvas_where_you_can_edit_the_image_and_share_the_final_work.,3
201,202,"3_High_angle_ocean_storm,_hyper_realistic,_8k,_epic_composite,_cinematic,_octane_render,_artstation_landscape_vista_photography..jpg","3_High_angle_ocean_storm,_hyper_realistic,_8k,_epic_composite,_cinematic,_octane_render,_artstation_landscape_vista_photography.",4
202,203,"3_Modern_style_and_color_combination,_clean,_space_&_light,_modern_day,_futuristic_architecture_and..jpg","3_Modern_style_and_color_combination,_clean,_space_&_light,_modern_day,_futuristic_architecture_and.",4
203,204,"3_Cylinder_with_light_blueish_colour,_high_quality,_pixar,_movie,_animated..jpg","3_Cylinder_with_light_blueish_colour,_high_quality,_pixar,_movie,_animated.",4
204,205,"3_Artistic_drawing_style_portrait,_portrait_drawing_in_pencil,_charcoal,_graphite,_water..jpg","3_Artistic_drawing_style_portrait,_portrait_drawing_in_pencil,_charcoal,_graphite,_water.",4
205,206,3_A_painting_by_zoran_svrcek_made_of_steel_and_copper..jpg,3_A_painting_by_zoran_svrcek_made_of_steel_and_copper.,3
206,207,"3_The_inside_of_the_temple,_ruins,_inside,_d_&_d,_concept_art,_ruins,_concept_art,_concept_art,_interior..jpg","3_The_inside_of_the_temple,_ruins,_inside,_d_&_d,_concept_art,_ruins,_concept_art,_concept_art,_interior.",4
207,208,3_A_great_animated_graphic_design_showing_how_a_house_cat_has_an_image_of_cat..jpg,3_A_great_animated_graphic_design_showing_how_a_house_cat_has_an_image_of_cat.,3
208,209,"3_Castle_in_forest_with_trees_in_background,_sky,_clouds,_mountains,_forest,..jpg","3_Castle_in_forest_with_trees_in_background,_sky,_clouds,_mountains,_forest,.",4
209,210,"3_The_ruins_of_old_city_walls_and_towers_in_a_beautiful_misty_landscape,_atmospheric_concept_art,_atmospheric..jpg","3_The_ruins_of_old_city_walls_and_towers_in_a_beautiful_misty_landscape,_atmospheric_concept_art,_atmospheric.",3
210,211,"3_Fire_forest,_waterfall,_lake_and_mountains_(detail),_cinematic,_detailed,_atmospheric,_epic,_concept_art,_Matte_painting,_backgr.jpg","3_Fire_forest,_waterfall,_lake_and_mountains_(detail),_cinematic,_detailed,_atmospheric,_epic,_concept_art,_Matte_painting,_backgr",4
211,212,3_I_wanted_to_create_this_scene_with_a_view_of_a_desert..jpg,3_I_wanted_to_create_this_scene_with_a_view_of_a_desert.,3
212,213,"3_A_great_photo_that_shows_off_a_city_skyline_from_a_really_cool_location,_city..jpg","3_A_great_photo_that_shows_off_a_city_skyline_from_a_really_cool_location,_city.",4
213,214,3_A_scene_of_a_futuristic_fighter_plane_in_space_and_the_atmosphere_around_it..jpg,3_A_scene_of_a_futuristic_fighter_plane_in_space_and_the_atmosphere_around_it.,2
214,215,"3_A_night_train,_train_vista,_the_train_travels..jpg","3_A_night_train,_train_vista,_the_train_travels.",3
215,216,"3_A_detailed_digital_painting,_concept_art,_character_concepts,_drawing,_3D,_art_and_imagination..jpg","3_A_detailed_digital_painting,_concept_art,_character_concepts,_drawing,_3D,_art_and_imagination.",4
216,217,"3_Night_sky_with_galaxies,_galaxy_nebula,_star_field,_star_trails,..jpg","3_Night_sky_with_galaxies,_galaxy_nebula,_star_field,_star_trails,.",4
217,218,3_A_beautiful_cityscape_in_the_year_2100_on_the_planet_earth..jpg,3_A_beautiful_cityscape_in_the_year_2100_on_the_planet_earth.,3
218,219,"3_Hyper_detailed_waterwave,_octane_renderer,_8k,_surreal,_epic,_cinematic,_3D_art,_artistic..jpg","3_Hyper_detailed_waterwave,_octane_renderer,_8k,_surreal,_epic,_cinematic,_3D_art,_artistic.",3
219,220,"3_Cinematic_cityscape,_cinematic_cityscapes,_matte_painting,_8k_city,..jpg","3_Cinematic_cityscape,_cinematic_cityscapes,_matte_painting,_8k_city,.",3
220,221,3_A_vintage_image_of_a_painting_by_Paul_Gauguin..jpg,3_A_vintage_image_of_a_painting_by_Paul_Gauguin.,2
221,222,"3_A_character_concept_in_his_car_from_the_movie_Cars_(sans_the_movie_itself,_or_any_characters_lol,_car_concept_only)..jpg","3_A_character_concept_in_his_car_from_the_movie_Cars_(sans_the_movie_itself,_or_any_characters_lol,_car_concept_only).",4
